Domain,Career,College Name,Tuition Fee (INR),Speciality,Admission Process,State
Information Technology,Data Scientist,RV College of Engineering Bangalore,"10,00,000",B.Tech Computer Science & Engineering,KCET / COMEDK,Karnataka
Information Technology,Data Scientist,BMS College of Engineering Bangalore,"9,50,000",B.Tech Information Science,KCET / COMEDK,Karnataka
Information Technology,Data Scientist,MSRIT (Ramaiah Institute of Technology) Bangalore,"9,20,000",B.Tech AI & Machine Learning,KCET / COMEDK,Karnataka
Information Technology,Data Scientist,PES University Bangalore,"14,40,000",B.Tech Computer Science,PESSAT / KCET,Karnataka
Information Technology,Data Scientist,IIIT Bangalore,"16,00,000",iM.Tech Computer Science,JEE Main,Karnataka
Information Technology,Data Scientist,Manipal Institute of Technology (MIT Manipal),"18,50,000",B.Tech Computer Science & Cyber Security,MET Entrance,Karnataka
Information Technology,Data Scientist,Dayananda Sagar College of Engineering Bangalore,"8,80,000",B.Tech Computer Science,KCET / COMEDK,Karnataka
Information Technology,Data Scientist,BMSIT Bangalore,"8,20,000",B.Tech Information Technology,KCET / COMEDK,Karnataka
Information Technology,Data Scientist,IIT Madras,"8,00,000",B.Tech Computer Science & Engineering,JEE Advanced,Tamil Nadu
Information Technology,Data Scientist,NIT Tiruchirappalli,"5,50,000",B.Tech Computer Science,JEE Main,Tamil Nadu
Information Technology,Data Scientist,Anna University (CEG Guindy) Chennai,"2,00,000",B.E. Computer Science,TNEA Counselling,Tamil Nadu
Information Technology,Data Scientist,PSG College of Technology Coimbatore,"4,50,000",B.E. Information Technology,TNEA / Management,Tamil Nadu
Information Technology,Data Scientist,SSN College of Engineering Chennai,"6,00,000",B.E. Computer Science,TNEA / Entrance,Tamil Nadu
Information Technology,Data Scientist,VIT University Vellore,"7,80,000",B.Tech Computer Science & AI,VITEEE,Tamil Nadu
Information Technology,Data Scientist,SRM Institute of Science and Technology Chennai,"14,00,000",B.Tech Software Engineering,SRMJEEE,Tamil Nadu
Information Technology,Data Scientist,SASTRA Deemed University Thanjavur,"6,50,000",B.Tech Computer Science,JEE Main + 12th Marks,Tamil Nadu
Information Technology,Data Scientist,Thiagarajar College of Engineering Madurai,"3,50,000",B.E. Computer Science,TNEA,Tamil Nadu
Information Technology,Data Scientist,Coimbatore Institute of Technology,"3,20,000",B.E. Information Technology,TNEA,Tamil Nadu
Information Technology,Data Scientist,IIT Hyderabad,"8,50,000",B.Tech Computer Science,JEE Advanced,Telangana
Information Technology,Data Scientist,IIIT Hyderabad,"14,00,000",B.Tech Computer Science & Engineering,SPEC / UGEE / JEE Main,Telangana
Information Technology,Data Scientist,NIT Warangal,"5,40,000",B.Tech Computer Science,JEE Main,Telangana
Information Technology,Data Scientist,OU College of Engineering Hyderabad,"1,80,000",B.E. Computer Science,TS EAMCET,Telangana
Information Technology,Data Scientist,CBIT Hyderabad,"5,60,000",B.E. Information Technology,TS EAMCET,Telangana
Information Technology,Data Scientist,Vasavi College of Engineering Hyderabad,"5,40,000",B.E. Computer Science,TS EAMCET,Telangana
Information Technology,Data Scientist,VNR VJIET Hyderabad,"5,20,000",B.Tech Data Science & AI,TS EAMCET,Telangana
Information Technology,Data Scientist,JNTU College of Engineering Hyderabad,"2,00,000",B.Tech Computer Science,TS EAMCET,Telangana
Information Technology,Data Scientist,Anurag University Hyderabad,"6,80,000",B.Tech Cyber Security,TS EAMCET / Anurag CET,Telangana
Information Technology,Data Scientist,Vardhaman College of Engineering Hyderabad,"4,80,000",B.Tech Computer Science,TS EAMCET,Telangana
Information Technology,Data Scientist,IIT Kharagpur,"8,20,000",B.Tech Computer Science & Engineering,JEE Advanced,West Bengal
Information Technology,Data Scientist,Jadavpur University Kolkata,"40,000",B.E. Computer Science & Engineering,WBJEE,West Bengal
Information Technology,Data Scientist,IIEST Shibpur,"5,20,000",B.Tech Computer Science,JEE Main,West Bengal
Information Technology,Data Scientist,NIT Durgapur,"5,40,000",B.Tech Information Technology,JEE Main,West Bengal
Information Technology,Data Scientist,Heritage Institute of Technology Kolkata,"4,40,000",B.Tech Computer Science,WBJEE / JEE Main,West Bengal
Information Technology,Data Scientist,IEM (Institute of Engineering & Management) Kolkata,"5,00,000",B.Tech Computer Science,WBJEE / IEMJEE,West Bengal
Information Technology,Data Scientist,Techno India University Kolkata,"6,20,000",B.Tech AI & Data Science,WBJEE / TNU Test,West Bengal
Information Technology,Data Scientist,Haldia Institute of Technology,"3,80,000",B.Tech Information Technology,WBJEE,West Bengal
Information Technology,Data Scientist,Kalyani Government Engineering College,"1,20,000",B.Tech Computer Science,WBJEE,West Bengal
Information Technology,Data Scientist,MAKAUT Kolkata,"2,10,000",B.Tech Software Engineering,WBJEE,West Bengal
Information Technology,Data Scientist,IIT Kanpur,"8,50,000",B.Tech Computer Science,JEE Advanced,Uttar Pradesh
Information Technology,Data Scientist,IIT (BHU) Varanasi,"8,30,000",B.Tech Computer Science,JEE Advanced,Uttar Pradesh
Information Technology,Data Scientist,MNNIT Allahabad,"5,60,000",B.Tech Computer Science,JEE Main,Uttar Pradesh
Information Technology,Data Scientist,HBTU Kanpur,"4,80,000",B.Tech Computer Science,JEE Main + HBTU Counselling,Uttar Pradesh
Information Technology,Data Scientist,IET Lucknow,"3,40,000",B.Tech Computer Science & Engineering,JEE Main + UPCET,Uttar Pradesh
Information Technology,Data Scientist,JIIT Noida,"10,20,000",B.Tech IT & Software Systems,JIIT Entrance / JEE Main,Uttar Pradesh
Information Technology,Data Scientist,Shiv Nadar University Greater Noida,"15,50,000",B.Tech AI & Cyber Security,SNUSAT / JEE Main,Uttar Pradesh
Information Technology,Data Scientist,Galgotias University Greater Noida,"6,20,000",B.Tech Computer Science,JEE Main / GEEE,Uttar Pradesh
Information Technology,Data Scientist,GLA University Mathura,"5,50,000",B.Tech Computer Science,GLAET,Uttar Pradesh
Information Technology,Data Scientist,Amity University Lucknow,"9,80,000",B.Tech Computer Engineering,Amity Entrance / Merit,Uttar Pradesh
Information Technology,Data Scientist,IIT Gandhinagar,"8,40,000",B.Tech Computer Science,JEE Advanced,Gujarat
Information Technology,Data Scientist,SVNIT Surat,"5,50,000",B.Tech Computer Science,JEE Main,Gujarat
Information Technology,Data Scientist,DA-IICT Gandhinagar,"8,80,000",B.Tech ICT & Honours in CS/AI,JEE Main / GUJCET,Gujarat
Information Technology,Data Scientist,Nirma University Ahmedabad,"9,20,000",B.Tech Computer Science,JEE Main / GUJCET,Gujarat
Information Technology,Data Scientist,MS University Baroda,"1,80,000",B.E. Computer Science,GUJCET,Gujarat
Information Technology,Data Scientist,LD College of Engineering Ahmedabad,"60,000",B.E. Information Technology,GUJCET,Gujarat
Information Technology,Data Scientist,PDEU (Pandit Deendayal Energy University) Gandhinagar,"9,50,000",B.Tech Computer Science,JEE Main / GUJCET,Gujarat
Information Technology,Data Scientist,VGEC Ahmedabad,"65,000",B.E. Computer Engineering,GUJCET,Gujarat
Information Technology,Data Scientist,CHARUSAT Anand,"4,80,000",B.Tech Software Engineering,GUJCET / JEE Main,Gujarat
Information Technology,Data Scientist,Marwadi University Rajkot,"4,20,000",B.Tech Computer Science,GUJCET / Merit,Gujarat
Information Technology,Data Scientist,Thapar Institute of Engineering & Technology Patiala,"16,50,000",B.Tech Computer Science,JEE Main / Thapar Test,Punjab
Information Technology,Data Scientist,IIT Ropar,"8,50,000",B.Tech Computer Science,JEE Advanced,Punjab
Information Technology,Data Scientist,NIT Jalandhar,"5,40,000",B.Tech Computer Science,JEE Main,Punjab
Information Technology,Data Scientist,PEC (Punjab Engineering College) Chandigarh,"6,20,000",B.Tech Computer Science,JEE Main,Punjab
Information Technology,Data Scientist,Chandigarh University Mohali,"8,90,000",B.Tech Computer Science & AI,CUCET,Punjab
Information Technology,Data Scientist,Lovely Professional University (LPU) Phagwara,"9,60,000",B.Tech Computer Science,LPUNEST,Punjab
Information Technology,Data Scientist,GNDU Amritsar,"3,80,000",B.Tech Computer Science,GNDU Test / JEE Main,Punjab
Information Technology,Data Scientist,CCET Chandigarh,"3,20,000",B.Tech Computer Science,JEE Main,Punjab
Information Technology,Data Scientist,Guru Nanak Dev Engineering College Ludhiana,"3,40,000",B.Tech Information Technology,JEE Main / PTU,Punjab
Information Technology,Data Scientist,Chitkara University Rajpura,"8,20,000",B.Tech Software Engineering,Chitkara Entrance / JEE Main,Punjab
Information Technology,Data Scientist,NIT Calicut,"5,50,000",B.Tech Computer Science,JEE Main,Kerala
Information Technology,Data Scientist,IIT Palakkad,"8,40,000",B.Tech Computer Science,JEE Advanced,Kerala
Information Technology,Data Scientist,College of Engineering Trivandrum (CET),"1,40,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,Model Engineering College Kochi,"2,20,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,Government Engineering College Thrissur,"1,35,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,TKM College of Engineering Kollam,"1,80,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,SCMS School of Engineering Ernakulam,"3,60,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,Rajagiri School of Engineering & Technology Kochi,"4,00,000",B.Tech Computer Science,KEAM,Kerala
Information Technology,Data Scientist,FISAT Angamaly,"3,80,000",B.Tech Computer Science & AI,KEAM,Kerala
Information Technology,Data Scientist,Amrita Vishwa Vidyapeetham Amritapuri,"12,00,000",B.Tech Computer Science,AEEE / JEE Main,Kerala
Information Technology,Full Stack Developer,IIT Bombay,"8,00,000",B.Tech Computer Science & Engineering,JEE Advanced + JoSAA,Maharashtra
Information Technology,Full Stack Developer,VJTI Mumbai,"3,40,000",B.Tech Information Technology,MHT-CET / JEE Main,Maharashtra
Information Technology,Full Stack Developer,COEP Technological University Pune,"3,60,000",B.Tech Computer Engineering,MHT-CET,Maharashtra
Information Technology,Full Stack Developer,PICT Pune,"4,20,000",B.Tech Computer Engineering,MHT-CET / JEE Main,Maharashtra
Information Technology,Full Stack Developer,SPIT Mumbai,"5,80,000",B.Tech Computer Science,MHT-CET / JEE Main,Maharashtra
Information Technology,Full Stack Developer,MIT-WPU Pune,"12,50,000",B.Tech AI & Data Science,MIT-WPU CET / JEE Main,Maharashtra
Information Technology,Full Stack Developer,VNIT Nagpur,"5,50,000",B.Tech Computer Science,JEE Main + CSAB,Maharashtra
Information Technology,Full Stack Developer,Walchand College of Engineering Sangli,"3,20,000",B.Tech Information Technology,MHT-CET,Maharashtra
Information Technology,Full Stack Developer,IIIT Pune,"7,20,000",B.Tech Computer Science,JEE Main + CSAB,Maharashtra
Information Technology,Full Stack Developer,Bharati Vidyapeeth College of Engineering Pune,"6,00,000",B.Tech Software Engineering,BVP CET,Maharashtra
Information Technology,Full Stack Developer,IIT Delhi,"8,50,000",B.Tech Computer Science & Engineering,JEE Advanced,Delhi NCR
Information Technology,Full Stack Developer,DTU (Delhi Technological University),"6,80,000",B.Tech Software Engineering,JEE Main + JAC Delhi,Delhi NCR
Information Technology,Full Stack Developer,NSUT Delhi,"6,50,000",B.Tech Computer Engineering,JEE Main + JAC Delhi,Delhi NCR
Information Technology,Full Stack Developer,IIIT Delhi,"14,00,000",B.Tech Computer Science & AI,JEE Main + JAC Delhi,Delhi NCR
Information Technology,Full Stack Developer,Jamia Millia Islamia,"64,000",B.Tech Computer Engineering,JEE Main + JMI Entrance,Delhi NCR
Information Technology,Full Stack Developer,IGDTUW Delhi,"4,80,000",B.Tech IT & Cyber Security,JEE Main + JAC Delhi,Delhi NCR
Information Technology,Full Stack Developer,Amity University Noida,"13,20,000",B.Tech Full Stack & DevOps,Amity JEE / Merit,Delhi NCR
Information Technology,Full Stack Developer,Shiv Nadar University Greater Noida,"16,00,000",B.Tech Computer Science & Data Science,SNUSAT + JEE Main,Delhi NCR
Information Technology,Full Stack Developer,MAIT (Maharaja Agrasen Institute of Technology),"4,50,000",B.Tech Computer Science,JEE Main + IPU CET,Delhi NCR
Information Technology,Full Stack Developer,Jaypee Institute of Information Technology Noida,"10,50,000",B.Tech IT & AI,JIIT Entrance / JEE Main,Delhi NCR
Information Technology,Full Stack Developer,IISc Bangalore,"2,20,000",B.Tech Mathematics & Computing,JEE Advanced,Karnataka
Information Technology,Full Stack Developer,NIT Surathkal,"5,40,000",B.Tech Computer Science,JEE Main,Karnataka
Information Technology,Full Stack Developer,RV College of Engineering Bangalore,"10,00,000",B.Tech Computer Science & Engineering,KCET / COMEDK,Karnataka
Information Technology,Full Stack Developer,BMS College of Engineering Bangalore,"9,50,000",B.Tech Information Science,KCET / COMEDK,Karnataka
Information Technology,Full Stack Developer,MSRIT (Ramaiah Institute of Technology) Bangalore,"9,20,000",B.Tech AI & Machine Learning,KCET / COMEDK,Karnataka
Information Technology,Full Stack Developer,PES University Bangalore,"14,40,000",B.Tech Computer Science,PESSAT / KCET,Karnataka
Information Technology,Full Stack Developer,IIIT Bangalore,"16,00,000",iM.Tech Computer Science,JEE Main,Karnataka
Information Technology,Full Stack Developer,Manipal Institute of Technology (MIT Manipal),"18,50,000",B.Tech Computer Science & Cyber Security,MET Entrance,Karnataka
Information Technology,Full Stack Developer,Dayananda Sagar College of Engineering Bangalore,"8,80,000",B.Tech Computer Science,KCET / COMEDK,Karnataka
Information Technology,Full Stack Developer,BMSIT Bangalore,"8,20,000",B.Tech Information Technology,KCET / COMEDK,Karnataka
Information Technology,Full Stack Developer,IIT Madras,"8,00,000",B.Tech Computer Science & Engineering,JEE Advanced,Tamil Nadu
Information Technology,Full Stack Developer,NIT Tiruchirappalli,"5,50,000",B.Tech Computer Science,JEE Main,Tamil Nadu
Information Technology,Full Stack Developer,Anna University (CEG Guindy) Chennai,"2,00,000",B.E. Computer Science,TNEA Counselling,Tamil Nadu
Information Technology,Full Stack Developer,PSG College of Technology Coimbatore,"4,50,000",B.E. Information Technology,TNEA / Management,Tamil Nadu
Information Technology,Full Stack Developer,SSN College of Engineering Chennai,"6,00,000",B.E. Computer Science,TNEA / Entrance,Tamil Nadu
Information Technology,Full Stack Developer,VIT University Vellore,"7,80,000",B.Tech Computer Science & AI,VITEEE,Tamil Nadu
Information Technology,Full Stack Developer,SRM Institute of Science and Technology Chennai,"14,00,000",B.Tech Software Engineering,SRMJEEE,Tamil Nadu
Information Technology,Full Stack Developer,SASTRA Deemed University Thanjavur,"6,50,000",B.Tech Computer Science,JEE Main + 12th Marks,Tamil Nadu
Information Technology,Full Stack Developer,Thiagarajar College of Engineering Madurai,"3,50,000",B.E. Computer Science,TNEA,Tamil Nadu
Information Technology,Full Stack Developer,Coimbatore Institute of Technology,"3,20,000",B.E. Information Technology,TNEA,Tamil Nadu
Information Technology,Full Stack Developer,IIT Hyderabad,"8,50,000",B.Tech Computer Science,JEE Advanced,Telangana
Information Technology,Full Stack Developer,IIIT Hyderabad,"14,00,000",B.Tech Computer Science & Engineering,SPEC / UGEE / JEE Main,Telangana
Information Technology,Full Stack Developer,NIT Warangal,"5,40,000",B.Tech Computer Science,JEE Main,Telangana
Information Technology,Full Stack Developer,OU College of Engineering Hyderabad,"1,80,000",B.E. Computer Science,TS EAMCET,Telangana
Information Technology,Full Stack Developer,CBIT Hyderabad,"5,60,000",B.E. Information Technology,TS EAMCET,Telangana
Information Technology,Full Stack Developer,Vasavi College of Engineering Hyderabad,"5,40,000",B.E. Computer Science,TS EAMCET,Telangana
Information Technology,Full Stack Developer,VNR VJIET Hyderabad,"5,20,000",B.Tech Data Science & AI,TS EAMCET,Telangana
Information Technology,Full Stack Developer,JNTU College of Engineering Hyderabad,"2,00,000",B.Tech Computer Science,TS EAMCET,Telangana
Information Technology,Full Stack Developer,Anurag University Hyderabad,"6,80,000",B.Tech Cyber Security,TS EAMCET / Anurag CET,Telangana
Information Technology,Full Stack Developer,Vardhaman College of Engineering Hyderabad,"4,80,000",B.Tech Computer Science,TS EAMCET,Telangana
Information Technology,Full Stack Developer,IIT Kharagpur,"8,20,000",B.Tech Computer Science & Engineering,JEE Advanced,West Bengal
